# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 01.04.2019 по 08.12.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.11.2019 21:00";"2.2";"742.1";"753.6";"";"87";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"3.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"0.3";"Следы осадков";"12";"";"";"";"";
"29.11.2019 18:00";"3.2";"743.3";"754.8";"";"84";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.8";"Осадков нет";"12";"";"";"";"";
"29.11.2019 15:00";"3.1";"744.4";"755.9";"";"85";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.8";"";"";"";"";"";"";
"29.11.2019 12:00";"3.0";"745.6";"757.1";"";"88";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"2.0";"1.2";"";"";"";"";"";"";
"29.11.2019 09:00";"1.8";"746.4";"758.0";"";"91";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"2.0";"0.5";"Осадков нет";"12";"";"";"";"";
"29.11.2019 06:00";"0.8";"747.0";"758.6";"";"91";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"-0.5";"Осадков нет";"12";"";"";"";"";
"29.11.2019 03:00";"0.3";"747.4";"759.1";"";"89";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"-1.3";"";"";"";"";"";"";
"29.11.2019 00:00";"0.2";"748.1";"759.8";"";"87";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"-1.8";"";"";"";"";"";"";
"28.11.2019 21:00";"-0.3";"748.8";"760.5";"";"85";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"0.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.5";"Осадков нет";"12";"";"";"";"";
"28.11.2019 18:00";"-0.1";"749.3";"761.0";"";"70";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.9";"Следы осадков";"12";"";"";"";"";
"28.11.2019 15:00";"0.2";"749.2";"761.0";"";"65";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-5.6";"";"";"";"";"";"";
"28.11.2019 12:00";"-0.1";"750.0";"761.7";"";"63";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-6.3";"";"";"";"";"";"";
"28.11.2019 09:00";"-0.7";"750.3";"762.1";"";"72";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-5.1";"0.1";"12";"";"";"Сухой рассыпчатый снег покрывает по крайней мере половину поверхности почвы (но не полностью).";"Менее 0.5";
"28.11.2019 06:00";"-1.5";"750.2";"762.0";"";"82";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-4.2";"0.1";"12";"";"";"";"";
"28.11.2019 03:00";"-1.0";"750.6";"762.4";"";"79";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.2";"";"";"";"";"";"";
"28.11.2019 00:00";"-1.0";"751.0";"762.7";"";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.5";"";"";"";"";"";"";
"27.11.2019 21:00";"-0.9";"751.3";"763.0";"";"79";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"0.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.1";"Осадков нет";"12";"";"";"";"";
"27.11.2019 18:00";"-0.4";"751.6";"763.3";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.7";"Осадков нет";"12";"";"";"";"";
"27.11.2019 15:00";"0.0";"751.6";"763.3";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.3";"";"";"";"";"";"";
