# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.04.2019 по 08.12.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.04.2019 15:00";"12.4";"754.0";"768.4";"0.1";"33";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высокослоистые просвечивающие.";"";"10.0";"-3.5";"";"";"";"";"";"";
"20.04.2019 12:00";"12.8";"753.9";"768.2";"-0.3";"29";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"-5.1";"";"";"";"";"";"";
"20.04.2019 09:00";"10.4";"754.2";"768.7";"-0.5";"33";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"1.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"10.0";"-5.3";"Осадков нет";"12";"Поверхность почвы влажная.";"0.0";"";"";
"20.04.2019 06:00";"2.7";"754.7";"769.6";"-0.8";"69";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"1.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-2.4";"Осадков нет";"12";"";"";"";"";
"20.04.2019 03:00";"1.8";"755.5";"770.5";"-0.9";"69";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-3.3";"";"";"";"";"";"";
"20.04.2019 00:00";"3.6";"756.4";"771.2";"-0.6";"61";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"19.04.2019 21:00";"7.0";"757.0";"771.7";"-0.1";"44";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"13.1";"";"";"";"";"";"";"-4.6";"Осадков нет";"12";"";"";"";"";
"19.04.2019 18:00";"11.5";"757.1";"771.6";"-1.0";"24";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-8.5";"Осадков нет";"12";"";"";"";"";
"19.04.2019 15:00";"12.4";"758.1";"772.6";"-0.9";"23";"Ветер, дующий с востоко-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-8.1";"";"";"";"";"";"";
"19.04.2019 12:00";"10.6";"759.0";"773.5";"-0.4";"28";"Ветер, дующий с севера";"2";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.3";"";"";"";"";"";"";
"19.04.2019 09:00";"6.0";"759.4";"774.1";"0.4";"48";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"0.8";"";"";"";"";"";"";"10.0";"-4.3";"Осадков нет";"12";"Поверхность почвы влажная.";"1.0";"";"";
"19.04.2019 06:00";"0.9";"759.0";"774.1";"0.4";"77";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"0.8";"";"";"";"";"";"";"10.0";"-2.7";"Осадков нет";"12";"";"";"";"";
"19.04.2019 03:00";"4.4";"758.6";"773.5";"0.3";"59";"Ветер, дующий с севера";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-2.9";"";"";"";"";"";"";
"19.04.2019 00:00";"6.4";"758.3";"773.0";"0.6";"47";"Ветер, дующий с северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-4.3";"";"";"";"";"";"";
"18.04.2019 21:00";"8.1";"757.7";"772.3";"1.2";"32";"Ветер, дующий с северо-востока";"1";"";"";"20–30%.";" ";"";"";"";"11.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-7.7";"Осадков нет";"12";"";"";"";"";
"18.04.2019 18:00";"10.3";"756.5";"771.1";"0.2";"28";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.5";"Осадков нет";"12";"";"";"";"";
"18.04.2019 15:00";"10.6";"756.3";"770.8";"0.4";"30";"Ветер, дующий с северо-северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-6.6";"";"";"";"";"";"";
"18.04.2019 12:00";"10.6";"755.9";"770.4";"-0.3";"29";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.7";"";"";"";"";"";"";
"18.04.2019 09:00";"9.8";"756.2";"770.8";"-0.9";"30";"Ветер, дующий с северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"0.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-7.0";"Осадков нет";"12";"Поверхность почвы влажная.";"0.0";"";"";
"18.04.2019 06:00";"0.5";"757.1";"772.2";"-1.0";"61";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"0.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-6.3";"Осадков нет";"12";"";"";"";"";
"18.04.2019 03:00";"1.7";"758.1";"773.1";"-0.8";"57";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-5.9";"";"";"";"";"";"";
"18.04.2019 00:00";"3.6";"758.9";"773.8";"-0.2";"50";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"";"-6.0";"";"";"";"";"";"";
